,bank,bank_name,bank_code,atm,atm_detail,address,ward,district,ward_level,district_level,unnamed,formatted_address,latitude,longitude,accuracy,google_place_id,type,postcode,number_of_results,status
896,GP bank,Ngan hang TNHH MTV Dau khi toan cau,14,ATM GPBank Le Trong Tan,ATM,"54 Le Trong Tan, Q.Thanh Xuan, Ha Noi ,Viet Nam",Phuong Khuong Mai,Quan Thanh Xuan,Phuong,Quan ,198,"54 Lê Trọng Tấn, Khương Mai, Thanh Xuân, Hà Nội, Vietnam",20.999613,105.827902,ROOFTOP,ChIJ7ROElIesNTERrcqC1PclufA,street_address,0,1,OK
897,VPBank,Ngan hang TMCP Viet Nam Thinh Vuong,46,Sieu thi CIRCLE K ATM,ATM,"54 To Ngoc Van, phuong Quang An, quan Tay Ho, HN,Viet Nam",Phuong Quang An,Quan Tay Ho,Phuong,Quan ,394,"54 Đường Tô Ngọc Vân, Quảng An, Tây Hồ, Hà Nội, Vietnam",21.0688468,105.8243901,RANGE_INTERPOLATED,Ekc1NCDEkMaw4budbmcgVMO0IE5n4buNYyBWw6JuLCBRdeG6o25nIEFuLCBUw6J5IEjhu5MsIEjDoCBO4buZaSwgVmlldG5hbSIaEhgKFAoSCcPXMV33qjUxEQVJiVELUB5vEDY,street_address,0,1,OK
898,Techcombank,Ngan hang TMCP Ky Thuong,36,ATM Vinacontrol,ATM,"54 Tran Nhan Tong, Hai Ba Trung, Ha Noi,Viet Nam",Phuong Nguyen Du,Quan Hai Ba Trung,Phuong,Quan ,134,"54 Trần Nhân Tông, Nguyễn Du, Hai Bà Trưng, Hà Nội, Vietnam",21.0172942,105.8477217,ROOFTOP,ChIJueruxY2rNTERcLo9bbxrTxc,premise,0,1,OK
899,DongA Bank,Ngan hang TMCP Dong A,12,DongA Bank - PGD Hoan Kiem,ATM,"54 Trang Tien, Phuong Trang Tien, Quan Hoan Kiem, Thanh pho Ha Noi, Viet Nam,Viet Nam",Phuong Trang Tien,Quan Hoan Kiem,Phuong,Quan ,200,"54 Tràng Tiền, Hoàn Kiếm, Hà Nội, Vietnam",21.0254161,105.8538723,ROOFTOP,ChIJncX1QuurNTERCWEzIOZIfDs,street_address,0,1,OK
900,VPBank,Ngan hang TMCP Viet Nam Thinh Vuong,46,Truong Dai hoc Cong nghe Giao thong Van tai ATM,ATM,"54 Trieu Khuc, phuong Thanh Xuan Nam, quanThanh Xuan, HN,Viet Nam",Phuong Thanh Xuan Nam,Quan Thanh Xuan,Phuong,Quan ,395,"54 Phố Triều Khúc, Thanh Xuân Nam, Thanh Xuân, Hà Nội, Vietnam",20.9844681,105.798257,ROOFTOP,ChIJ1VlJxMasNTER0S1iFbjN7dc,street_address,0,1,OK
901,Techcombank,Ngan hang TMCP Ky Thuong,36,ATM Vincom Nguyen Chi Thanh,ATM,"54A Nguyen Chi Thanh, Ba Dinh, Ha Noi,Viet Nam",Phuong Lang Thuong,Quan Dong Da,Phuong,Quan ,135,"54a Nguyễn Chí Thanh, Láng Thượng, Đống Đa, Hà Nội, Vietnam",21.0234908,105.8091002,ROOFTOP,ChIJJR_khGirNTER4_lFRYjy03c,street_address,0,1,OK
902,Vietcombank,Ngan hang TMCP Ngoai Thuong Viet Nam,44,VCBC PGD Hang Bun,ATM,"55 Hang Bun, P Quan Thanh, Q Ba Dinh,Viet Nam",Phuong Quan Thanh,Quan Ba Dinh,Phuong,Quan ,105,"55 Hàng Bún, Quán Thánh, Ba Đình, Hà Nội, Vietnam",21.0410117,105.844568,ROOFTOP,ChIJxwJkQ7qrNTER0BBWa86L7xc,premise,0,1,OK
903,VPBank,Ngan hang TMCP Viet Nam Thinh Vuong,46,ATM VPBank Lac Trung ATM,ATM,"55 Lac Trung, Vinh Tuy, Hai Ba Trung, HN,Viet Nam",Phuong Vinh Tuy,Quan Hai Ba Trung,Phuong,Quan ,396,"55 Lạc Trung, Vĩnh Tuy, Hai Bà Trưng, Hà Nội, Vietnam",21.0028675,105.8664958,ROOFTOP,ChIJA9uHUgasNTER6KRAXBH8Dmw,premise,0,1,OK
904,Pgbank,Ngan hang TMCP Xang dau Petrolimex,26,ATM Nguyen Van Cu,ATM,"552 Nguyen Van Cu, Long Bien,Viet Nam",Phuong Ngoc Lam,Quan Long Bien,Phuong,Quan ,105,"552 Đ. Nguyễn Văn Cừ, Ngọc Lâm, Long Biên, Hà Nội, Vietnam",21.0485492,105.8821448,ROOFTOP,ChIJeaX2zXipNTERQJy79zhuL3g,street_address,0,1,OK
905,Vietbank,Ngan hang TMCP Viet Nam Thuong Tin,43,ATM PGD Kim Ma,ATM,"557 Kim Ma, Phuong Ngoc Khanh, Quan Ba Dinh, Ha Noi.,Viet Nam",Phuong Ngoc Khanh,Quan Ba Dinh,Phuong,Quan ,106,"557 Kim Mã, Ngọc Khánh, Ba Đình, Hà Nội, Vietnam",21.029784,105.810143,ROOFTOP,ChIJbXrT62urNTERBLSO5qujV_U,street_address,0,1,OK
906,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN Bac Thang Long,ATM,"55C Cho Phu Lo, Soc Son, Ha Noi,Viet Nam",Xa Phu Linh,Huyen Soc Son,Xa,Huyen ,107,"55 Chợ Phù Lỗ, Phủ Lỗ, Sóc Sơn, Hà Nội, Vietnam",21.2001605,105.8478153,RANGE_INTERPOLATED,Ej01NSBDaOG7oyBQaMO5IEzhu5csIFBo4bunIEzhu5csIFPDs2MgU8ahbiwgSMOgIE7hu5lpLCBWaWV0bmFtIhoSGAoUChIJhURPFNwDNTERAoNFbrbxUa8QNw,street_address,0,1,OK
907,Techcombank,Ngan hang TMCP Ky Thuong,36,Techcombank Nhue Giang,ATM,"56- 58 Le Loi, phuong Nguyen Trai, Ha Dong, Ha Noi,Viet Nam",Phuong Nguyen Trai,Quan Ha Dong,Phuong,Quan ,136,"56-58 Lê Lợi, P. Nguyễn Trãi, Hà Đông, Hà Nội, Vietnam",20.9706257,105.7780617,ROOFTOP,ChIJh3N6TCpTNDER8rHX3g09R4o,street_address,0,1,OK
908,VPBank,Ngan hang TMCP Viet Nam Thinh Vuong,46,VPBank Le Trong Tan ATM,ATM,"56 Le Trong Tan, phuong Khuong Mai, quan Thanh Xuan, HN,Viet Nam",Phuong Khuong Mai,Quan Thanh Xuan,Phuong,Quan ,397,"56 Lê Trọng Tấn, Khương Mai, Thanh Xuân, Hà Nội, Vietnam",20.9994549,105.8276543,ROOFTOP,ChIJRwqKlIesNTERdJOFXpgx_mw,street_address,0,1,OK
909,DongA Bank,Ngan hang TMCP Dong A,12,Trung Tam Tin Hoc Ngan Hang,ATM,"56 Nguyen Chi Thanh, Phuong Lang Thuong, Quan Dong Da, Thanh pho Ha Noi, Viet Nam,Viet Nam",Phuong Lang Thuong,Quan Dong Da,Phuong,Quan ,203,"56 Nguyễn Chí Thanh, Láng Thượng, Đống Đa, Hà Nội, Vietnam",21.0234518,105.8092872,ROOFTOP,ChIJz-VYu2irNTERw-tm6gzpa1U,street_address,0,1,OK
910,Vietcombank,Ngan hang TMCP Ngoai Thuong Viet Nam,44,VCBC 565 Lac Long Quan,ATM,"565 Lac Long Quan, Q.Tay Ho, TP Ha Noi,Viet Nam",Phuong Xuan La,Quan Tay Ho,Phuong,Quan ,109,"565 Đ. Lạc Long Quân, Xuân La, Tây Hồ, Hà Nội, Vietnam",21.0649075,105.8097215,ROOFTOP,ChIJD-1gvu6qNTERuVWthJsL3h4,"bank,establishment,finance,point_of_interest",0,1,OK
911,BIDV,Ngan hang TMCP Dau tu va Phat trien Viet Nam,8,126005 - ATM BIDV Ba Dinh,ATM,"57 Lang Ha, Dong Da, Ha Noi,Viet Nam",Phuong Lang Ha,Quan Dong Da,Phuong,Quan ,205,"57 Láng Hạ, Chợ Dừa, Ba Đình, Hà Nội, Vietnam",21.019099,105.817312,ROOFTOP,ChIJ8yUGgHqrNTERxHxmq0HVfA4,street_address,0,1,OK
912,Bắc Á bank,Ngan hang TMCP Bac A,5,ATM Trang Tien ,ATM,"57 Trang Tien, Hoan Kiem, Ha No,Viet Nam",Phuong Trang Tien,Quan Hoan Kiem,Phuong,Quan ,306,"57 Tràng Tiền, Hoàn Kiếm, Hà Nội, Vietnam",21.0252434,105.8537437,ROOFTOP,ChIJz6vNXOurNTERZKx5KO9c3h0,street_address,0,1,OK
913,Agribank,Ngan hang Nong nghiep va Phat trien Nong thon Viet Nam,3,0,ATM,"573 Nguyen Van Linh, P.Sai Dong, Long Bien, Ha Noi,Viet Nam",Phuong Sai Dong,Quan Long Bien,Phuong,Quan ,151,"573 Nguyễn Văn Linh, TT. Sài Đồng, Long Biên, Hà Nội, Vietnam",21.0311514,105.9118223,ROOFTOP,ChIJ_XQEBRqpNTERHJ76gkDoaFE,street_address,0,1,OK
914,Techcombank,Ngan hang TMCP Ky Thuong,36,Techcombank Ly Thuong Kiet,ATM,"57A Phan Chu Trinh, Hoan Kiem, Ha Noi,Viet Nam",Phuong Phan Chu Trinh,Quan Hoan Kiem,Phuong,Quan ,137,"57A Phan Chu Trinh, Hoàn Kiếm, Hà Nội, Vietnam",21.019079,105.855373,ROOFTOP,ChIJ73iSeO2rNTER95J95A0cj-o,street_address,0,1,OK
915,Vietbank,Ngan hang TMCP Viet Nam Thuong Tin,43,ATM PGD Den Lu,ATM,"58 Lo 7 Den Lu II, Phuong Hoang Van Thu, Quan Hoang Mai, Ha Noi.,Viet Nam",Phuong Hoang Van Thu,Quan Hoang Mai,Phuong,Quan ,110,"lô 7 Đền Lừ, Hoàng Văn Thụ, Hoàng Mai, Hà Nội, Vietnam",20.98077,105.8640209,ROOFTOP,ChIJ6TCQLT2sNTERjFFaaXCq1Wk,street_address,0,2,OK
916,VPBank,Ngan hang TMCP Viet Nam Thinh Vuong,46,Cong an quan Thanh Xuan ATM,ATM,"58 Vu Trong Phung, phuong Thanh Xuan Trung, quan Thanh Xuan, HN,Viet Nam",Phuong Thanh Xuan Trung,Quan Thanh Xuan,Phuong,Quan ,399,"58 Vũ Trọng Phụng, Thanh Xuân Trung, Thanh Xuân, Hà Nội, Vietnam",20.9996478,105.8086567,ROOFTOP,ChIJgRU3h5esNTER26d5SdDRQ3M,street_address,0,1,OK
917,Bắc Á bank,Ngan hang TMCP Bac A,5,ATM Ha Huy Tap ,ATM,"584 Ha Huy Tap, Yen Vien, Gia Lam, Ha Noi, Vietnam,Viet Nam",Thi tran Yen Vien,Huyen Gia Lam,Thi tran,Huyen ,307,"584 Hà Huy Tập, Yên Viên, Gia Lâm, Hà Nội, Vietnam",21.0905025,105.9230003,ROOFTOP,ChIJk6HLKdWpNTER3Ga3YmBD3Uc,street_address,0,1,OK
918,Sacombank,Ngan hang TMCP Sai Gon Thuong Tin,29,ATM 1259-CN Tu Liem,ATM,"58-60 Cau Dien, P.Phuc Dien, Quan Bac Tu Liem, Ha Noi,Viet Nam",Phuong Phuc Dien,Quan Bac Tu Liem,Phuong,Quan ,106,"Số 37 Đường Cầu Diễn, Phúc Diễn, Bắc Từ Liêm, Hà Nội 10000, Vietnam",21.0423761,105.7589025,ROOFTOP,ChIJpb0a1cFUNDERISp4O30d9lw,"electronics_store,establishment,home_goods_store,point_of_interest,store",10000,1,OK
919,Ocean Bank,Ngan hang TNHH MTV Dai Duong,25,ATM Dong Da,ATM,"59 Huynh Thuc Khang, Dong Da, Ha Noi,Viet Nam",Phuong Lang Ha,Quan Dong Da,Phuong,Quan ,107,"59 Huỳnh Thúc Kháng, Láng Hạ, Đống Đa, Hà Nội, Vietnam",21.0194883,105.8086658,ROOFTOP,ChIJe2CR_GarNTERQVYD4bswFgQ,street_address,0,1,OK
920,Shinhan Bank,Ngan hang TNHH MTV Shinhan Viet Nam,34,JOURNALIST OFFICE,ATM,"59 Ly Thai To, P.Trang Tien, Ha Noi,Viet Nam",Phuong Trang Tien,Quan Hoan Kiem,Phuong,Quan ,138,"59 Phố Lý Thái Tổ, Tràng Tiền, Hoàn Kiếm, Hà Nội, Vietnam",21.0253877,105.8567721,ROOFTOP,ChIJ6-tklOurNTERPyiKd8Eq6Ks,street_address,0,1,OK
921,Techcombank,Ngan hang TMCP Ky Thuong,36,Techcombank Tran Dien,ATM,"593 Truong Dinh, Giap Bat, Hoang Mai, Ha Noi,Viet Nam",Phuong Giap Bat,Quan Hoang Mai,Phuong,Quan ,139,"593 Trương Định, Giáp Bát, Hai Bà Trưng, Hà Nội, Vietnam",20.9812353,105.8453411,ROOFTOP,ChIJXx5eyEOsNTERKGNXu9L-ZUA,street_address,0,1,OK
922,Techcombank,Ngan hang TMCP Ky Thuong,36,ATM Bo Ke hoach va Dau tu,ATM,"6 Hoang Dieu, Ba Dinh, Ha Noi,Viet Nam",Phuong Quan Thanh,Quan Ba Dinh,Phuong,Quan ,140,"6 Hoàng Diệu, Quán Thánh, Ba Đình, Hà Nội, Vietnam",21.0390918,105.8391668,ROOFTOP,ChIJuXjg6qSrNTERDexUlK3ra-0,premise,0,1,OK
923,Agribank,Ngan hang Nong nghiep va Phat trien Nong thon Viet Nam,3,0,ATM,"6 Yen Son, Chuc Son, Chuong My, Ha Noi,Viet Nam",Thi tran Chuc Son,Huyen Chuong My,Thi tran,Huyen ,152,"6 Yên Sơn, TT. Chúc Sơn, Chương Mỹ, Hà Nội, Vietnam",20.9172551,105.701968,ROOFTOP,ChIJi2ajJ_BNNDERB0df3jvaAlU,street_address,0,1,OK
924,Vietcombank,Ngan hang TMCP Ngoai Thuong Viet Nam,44,VCBC TCTY Quan Ly Bay VN,ATM,"6/200 Nguyen Son Bo De Long Bien HN,Viet Nam",Phuong Bo De,Quan Long Bien,Phuong,Quan ,111,"6, 200 Nguyễn Sơn, Bồ Đề, Long Biên, Hà Nội, Vietnam",21.0447392,105.8822165,ROOFTOP,EjQ2LCAyMDAgTmd1eeG7hW4gU8ahbiwgTG9uZyBCacOqbiwgSMOgIE7hu5lpLCBWaWV0bmFtIh0aGwoWChQKEgmz0XT7e6k1MRHjzZJwrJROnhIBNg,subpremise,0,1,OK
925,DongA Bank,Ngan hang TMCP Dong A,12,Trung uong Doan TNCS Ho Chi Minh,ATM,"60 Ba Trieu, Phuong Hang Bai, Quan Hoan Kiem, Thanh pho Ha Noi, Viet Nam,Viet Nam",Phuong Hang Bai,Quan Hoan Kiem,Phuong,Quan ,206,"60 Bà Triệu, Trần Hưng Đạo, Hoàn Kiếm, Hà Nội, Vietnam",21.0214444,105.8500816,ROOFTOP,ChIJDZiy-5KrNTERkXH-an1RoAA,street_address,0,1,OK
926,Sacombank,Ngan hang TMCP Sai Gon Thuong Tin,29,ATM 1021-PGD Dao Tan,ATM,"60 Dao Tan, Ba Dinh, Ha Noi,Viet Nam",Phuong Ngoc Khanh,Quan Ba Dinh,Phuong,Quan ,108,"60 Đào Tấn, Ngọc Khánh, Ba Đình, Hà Nội, Vietnam",21.0329418,105.8074862,ROOFTOP,ChIJgf426WqrNTER7aIo64uAK7s,street_address,0,1,OK
927,Bắc Á bank,Ngan hang TMCP Bac A,5,ATM Ly Thai To ,ATM,"60 Ly Thai To, Trang Tien, Hoan Kiem, Ha Noi, Vietnam,Viet Nam",Phuong Trang Tien,Quan Hoan Kiem,Phuong,Quan ,308,"60 Phố Lý Thái Tổ, Lý Thái Tổ, Hoàn Kiếm, Hà Nội, Vietnam",21.024813,105.856637,ROOFTOP,ChIJ58LzFfOrNTERPDNrMy3Mjbo,street_address,0,1,OK
928,Agribank,Ngan hang Nong nghiep va Phat trien Nong thon Viet Nam,3,0,ATM,"60 Ngo Thi Nham, Hai Ba Trung, Ha Noi,Viet Nam",Phuong Ngo Thi Nham,Quan Hai Ba Trung,Phuong,Quan ,153,"60 Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội, Vietnam",21.016584,105.852974,ROOFTOP,ChIJWyfo0fKrNTERePz1hVZrsPE,street_address,0,1,OK
929,Techcombank,Ngan hang TMCP Ky Thuong,36,Techcombank Ngoc Lam,ATM,"60 pho Ngoc Lam, Phuong Ngoc Lam, Long Bien, Ha Noi,Viet Nam",Phuong Ngoc Lam,Quan Long Bien,Phuong,Quan ,141,"60 Ngọc Lâm, Long Biên, Hà Nội, Vietnam",21.0448577,105.868353,ROOFTOP,ChIJmVOyFNGrNTERPudfg3T-HhU,street_address,0,1,OK
930,Agribank,Ngan hang Nong nghiep va Phat trien Nong thon Viet Nam,3,0,ATM,"60 Quan Nhan, Cau Giay, Ha Noi,Viet Nam",Phuong Trung Hoa,Quan Cau Giay,Phuong,Quan ,154,"60 Quan Nhân, Trung Hoà, Cầu Giấy, Hà Nội, Vietnam",21.007385,105.8121627,ROOFTOP,ChIJdyPfJJysNTERr3a8aYLexD4,street_address,0,1,OK
931,Techcombank,Ngan hang TMCP Ky Thuong,36,ATM Tran Phu 3,ATM,"60 Tran Phu, Ba Dinh, Ha Noi,Viet Nam",Phuong Dien Bien,Quan Ba Dinh,Phuong,Quan ,142,"60 Trần Phú, Điện Bàn, Ba Đình, Hà Nội, Vietnam",21.032224,105.8349697,ROOFTOP,ChIJszU8AKKrNTERxHRc-vbSalQ,premise,0,1,OK
932,SCB,Ngan hang TMCP Sai Gon,31,PGD DONG DA,ATM,"60-62-64-66-68 Duong Tay Son, Phuong Quang Trung, Quan Dong Da, Thanh Pho Ha Noi,Viet Nam",Phuong Quang Trung,Quan Dong Da,Phuong,Quan ,109,"64/100 Tây Sơn, Quang Trung, Đống Đa, Hà Nội, Vietnam",21.0128026,105.8254386,ROOFTOP,ChIJEWj2936rNTERtu3FegoXCpM,street_address,0,1,OK
933,OCB ,Ngan hang TMCP Phuong Dong,24,ATM TT TM Thien Son ,ATM,"609 Truong Dinh, Phuong Liet, Hoang Mai, Tp. Ha Noi,Viet Nam",Phuong Phuong Liet,Quan Thanh Xuan,Phuong,Quan ,110,"609 Trương Định, Giáp Bát, Hai Bà Trưng, Hà Nội, Vietnam",20.9809201,105.8451276,ROOFTOP,ChIJ879ukUOsNTERK9vES3kuK2I,street_address,0,1,OK
934,VPBank,Ngan hang TMCP Viet Nam Thinh Vuong,46,Toa nha Nam Do ATM,ATM,"609 Truong Dinh, phuong Thinh Liet, quan Hoang Mai, HN,Viet Nam",Phuong Thinh Liet,Quan Hoang Mai,Phuong,Quan ,400,"609 Trương Định, Giáp Bát, Hai Bà Trưng, Hà Nội, Vietnam",20.9809201,105.8451276,ROOFTOP,ChIJ879ukUOsNTERK9vES3kuK2I,street_address,0,1,OK
935,Sacombank,Ngan hang TMCP Sai Gon Thuong Tin,29,ATM 1384-CN Thang long,ATM,"60A Nguyen Chi Thanh, Dong Da, Ha Noi,Viet Nam",Phuong Lang Thuong,Quan Dong Da,Phuong,Quan ,111,"60A Nguyễn Chí Thanh, Láng Thượng, Đống Đa, Hà Nội, Vietnam",21.0221017,105.8089621,ROOFTOP,ChIJi06hMWarNTERsrrwp1NJLS8,premise,0,1,OK
936,MB,Ngan hang TMCP Quan Doi,21,ATM Tong Cuc Chinh Tri may 2,ATM,"61 Cua Dong, Quan Thanh, Hoan Kiem, Ha Noi,Viet Nam",Phuong Quan Thanh,Quan Ba Dinh,Phuong,Quan ,112,"61 Cửa Đông, Quán Thánh, Hoàn Kiếm, Hà Nội, Vietnam",21.0349146,105.8450263,ROOFTOP,ChIJ7yyuR7yrNTERQBksgWG8oi0,street_address,0,1,OK
937,Sacombank,Ngan hang TMCP Sai Gon Thuong Tin,29,ATM 1476-PGD Hoan Kiem,ATM,"61 Duong Thanh, Hoan Kiem, Ha Noi,Viet Nam",Phuong Hang Bong,Quan Hoan Kiem,Phuong,Quan ,113,"61 Đường Thành, Hàng Bông, Hoàn Kiếm, Hà Nội, Vietnam",21.0311233,105.847212,ROOFTOP,ChIJcatbAr6rNTERlbH0s8s9nTo,street_address,0,1,OK
938,Agribank,Ngan hang Nong nghiep va Phat trien Nong thon Viet Nam,3,0,ATM,"61 Tran Duy Hung, Cau Giay, Ha Noi,Viet Nam",Phuong Trung Hoa,Quan Cau Giay,Phuong,Quan ,155,"61 Trần Duy Hưng, Trung Hoà, Cầu Giấy, Hà Nội, Vietnam",21.0118881,105.8015856,ROOFTOP,ChIJ7b02nKCsNTER7rJHfXDNvjA,street_address,0,1,OK
939,BIDV,Ngan hang TMCP Dau tu va Phat trien Viet Nam,8,129001 - ATM PGD Tran Nhan Tong,ATM,"61 Tran Nhan Tong,Phuong Nguyen Du,Quan Hai Ba Trung, Thanh pho Ha Noi,Viet Nam",Phuong Nguyen Du,Quan Hai Ba Trung,Phuong,Quan ,207,"61 Trần Nhân Tông, Nguyễn Du, Hai Bà Trưng, Hà Nội, Vietnam",21.0168318,105.8487768,ROOFTOP,ChIJgyLTsY2rNTERBql169NyoGs,premise,0,1,OK
940,Techcombank,Ngan hang TMCP Ky Thuong,36,ATM Tue Tinh,ATM,"61 Tue Tinh, Hai Ba Trung, Ha Noi,Viet Nam",Phuong Bui Thi Xuan,Quan Hai Ba Trung,Phuong,Quan ,143,"61 Tuệ Tĩnh, Bùi Thị Xuân, Hai Bà Trưng, Hà Nội, Vietnam",21.015168,105.849409,ROOFTOP,ChIJK9rUWIyrNTERp8Y7cvJO9P8,street_address,0,1,OK
941,VPBank,Ngan hang TMCP Viet Nam Thinh Vuong,46,VPBank Kim Lien ATM,ATM,"61 Xa Dan, phuong Phuong Lien, quan Dong Da, HN,Viet Nam",Phuong Phuong Lien,Quan Dong Da,Phuong,Quan ,401,"61 P. Xã Đàn, Phương Liên, Đống Đa, Hà Nội, Vietnam",21.0119091,105.8359518,ROOFTOP,ChIJaSXM3oarNTERl-I0tyKc01U,street_address,0,1,OK
942,BIDV,Ngan hang TMCP Dau tu va Phat trien Viet Nam,8,990149 - ATM Nha hang Sen Tay Ho,ATM,"614 Lac Long Quan, Tay Ho, Ha Noi,Viet Nam",Phuong Nhat Tan,Quan Tay Ho,Phuong,Quan ,208,"614 Đ. Lạc Long Quân, Phú Thượng, Tây Hồ, Hà Nội, Vietnam",21.0767435,105.8148207,ROOFTOP,ChIJufAjru2qNTERlDEO7WOnoU0,street_address,0,1,OK
943,Sea Bank,Ngan hang TMCP Dong Nam A,32,ATM PGD Dao Tan,ATM,"62 Cong Vi, Dao Tan, Ba Dinh,Viet Nam",Phuong Cong Vi,Quan Ba Dinh,Phuong,Quan ,144,"Đào Tấn, Ba Đình, Hà Nội, Vietnam",21.0323732,105.8095708,GEOMETRIC_CENTER,EirEkMOgbyBU4bqlbiwgQmEgxJDDrG5oLCBIw6AgTuG7mWksIFZpZXRuYW0iLiosChQKEgnxPtQCQKs1MRFgQsIKs4IuTRIUChIJka4HrhSrNTERHCG03GSNfd0,route,0,1,OK
944,Techcombank,Ngan hang TMCP Ky Thuong,36,Techcombank Dong Xuan,ATM,"62 Hang Giay, Hoan Kiem, Ha Noi,Viet Nam",Phuong Dong Xuan,Quan Hoan Kiem,Phuong,Quan ,145,"62 Phố Hàng Giấy, Hàng Mã, Hoàn Kiếm, Hà Nội, Vietnam",21.038464,105.848452,ROOFTOP,ChIJG5P7E7mrNTERalsPwCTQxF4,street_address,0,1,OK
945,Techcombank,Ngan hang TMCP Ky Thuong,36,ATM Toa Nha N1,ATM,"62 Nguyen Thi Dinh, Thanh Xuan, Ha Noi,Viet Nam",Phuong Trung Hoa,Quan Cau Giay,Phuong,Quan ,146,"62 Phố Nguyễn Thị Định, Trung Hoà, Thanh Xuân, Hà Nội, Vietnam",21.0085986,105.8047473,ROOFTOP,ChIJx2CSzaGsNTERP_lqTNWnofY,street_address,0,1,OK
946,VPBank,Ngan hang TMCP Viet Nam Thinh Vuong,46,Cong an quan Cau Giay ATM,ATM,"62 Nguyen Van Huyen, phuong Nghia Do, quan Cau Giay, HN,Viet Nam",Phuong Nghia Do,Quan Cau Giay,Phuong,Quan ,402,"62 Nguyễn Văn Huyên, Quan Hoa, Cầu Giấy, Hà Nội, Vietnam",21.0439826,105.7982615,ROOFTOP,ChIJZ6ipZTmrNTEROmmmj6OhcAA,street_address,0,1,OK
947,Vietbank,Ngan hang TMCP Viet Nam Thuong Tin,43,ATM PGD Quan Thanh,ATM,"62 Quan Thanh, Phuong Quan Thanh, Quan Ba Dinh, Ha Noi.,Viet Nam",Phuong Quan Thanh,Quan Ba Dinh,Phuong,Quan ,112,"62 Quán Thánh, Ba Đình, Hà Nội, Vietnam",21.040651,105.8453509,ROOFTOP,ChIJ3W9LOLqrNTERk7xXUIBNRu0,street_address,0,1,OK
948,Vietcombank,Ngan hang TMCP Ngoai Thuong Viet Nam,44,VCBC - PGD Tay Ho,ATM,"62 Yen Phu, P Yen Phu, Q Tay Ho, Ha Noi,Viet Nam",Phuong Yen Phu,Quan Tay Ho,Phuong,Quan ,113,"Số 102, Phố Yên Phụ, Phường Yên Phụ, Quận Tây Hồ, Yên Phụ, Tây Hồ, Hà Nội, Vietnam",21.0523095,105.8387894,GEOMETRIC_CENTER,ChIJP_QiCa2rNTER3z93GyNYsTI,"establishment,food,point_of_interest,store",0,1,OK
949,SCB,Ngan hang TMCP Sai Gon,31,PGD HANG COT,ATM,"63 Pho Hang Cot, Phuong Hang Ma, Quan Hoan Kiem, Thanh Pho Ha Noi,Viet Nam",Phuong Hang Ma,Quan Hoan Kiem,Phuong,Quan ,114,"63 Hàng Cót, Hàng Mã, Hoàn Kiếm, Hà Nội, Vietnam",21.036758,105.847198,ROOFTOP,ChIJk5DVUrmrNTER6otvXBfIglE,street_address,0,1,OK
950,Techcombank,Ngan hang TMCP Ky Thuong,36,Techcombank Hoang Cau,ATM,"63 pho Hoang Cau, Dong Da, Ha Noi,Viet Nam",Phuong O Cho Dua,Quan Dong Da,Phuong,Quan ,147,"63 Hoàng Cầu, Chợ Dừa, Đống Đa, Hà Nội, Vietnam",21.0161759,105.8214733,ROOFTOP,ChIJ7wdTinurNTERDjcRPxxrXmE,premise,0,1,OK
951,Techcombank,Ngan hang TMCP Ky Thuong,36,ATM V Tower,ATM,"649 Kim Ma, Ba Dinh, Ha Noi,Viet Nam",Phuong Ngoc Khanh,Quan Ba Dinh,Phuong,Quan ,148,"V Tower, 649 Kim Mã, Ngọc Khánh, Ba Đình, Hà Nội, Vietnam",21.0285942,105.8061892,ROOFTOP,ChIJBZGF-mmrNTERKuYCeGojNKM,premise,0,1,OK
952,VPBank,Ngan hang TMCP Viet Nam Thinh Vuong,46,ATM Toa nha V-Tower ATM,ATM,"649 Kim Ma, phuong Ngoc Khanh, quan Ba Dinh, HN,Viet Nam",Phuong Ngoc Khanh,Quan Ba Dinh,Phuong,Quan ,403,"V Tower, 649 Kim Mã, Ngọc Khánh, Ba Đình, Hà Nội, Vietnam",21.0285942,105.8061892,ROOFTOP,ChIJBZGF-mmrNTERKuYCeGojNKM,premise,0,1,OK
953,SCB,Ngan hang TMCP Sai Gon,31,PGD VAN CAO,ATM,"65 Duong Van Cao, Phuong Lieu Giai, Quan Ba Dinh, Thanh Pho Ha Noi,Viet Nam",Phuong Lieu Giai,Quan Ba Dinh,Phuong,Quan ,115,"65 Đ. Văn Cao, Liễu Giai, Ba Đình, Hà Nội, Vietnam",21.0402082,105.8162586,ROOFTOP,ChIJixl08RGrNTERtN_h8li_7Yk,street_address,0,1,OK
954,Sacombank,Ngan hang TMCP Sai Gon Thuong Tin,29,ATM 1104-CN Ha Noi,ATM,"65 Ngo Thi Nham,Q. Hai Ba Trung, Ha Noi,Viet Nam",Phuong Ngo Thi Nham,Quan Hai Ba Trung,Phuong,Quan ,116,"65 Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội, Vietnam",21.015369,105.853297,ROOFTOP,ChIJ6zGbJfOrNTERvAV85VzlQgg,street_address,0,1,OK
